"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Et_3A_026764",25252.3710935329,7.75056846803081,0.24105081490662,32.1532556155568,7.95358492623249e-227,1.60283673370552e-223
"Et_4A_034858",3126.50575151375,7.47231338582197,0.233317379573523,32.0263899735223,4.68091856179105e-225,9.00438516068169e-222
"Et_8A_057752",26346.9602513645,7.54314752962543,0.236264297372519,31.9267346506109,1.1366317333832e-223,2.0914023894251e-220
"Et_5B_044772",22370.2223384883,7.63922503076056,0.239584221105423,31.8853428473452,4.26316786805932e-223,7.51738600734459e-220
"Et_8B_060120",26386.0582099262,7.63370106553191,0.241845552632512,31.564364043243,1.13904504366743e-218,1.92817544992023e-215
"Et_2A_018854",24024.3630250268,7.53598937757034,0.23899662010276,31.5317822249124,3.18710990518894e-218,5.18763427644599e-215
"Et_7B_053707",8473.50310290536,7.64346494687686,0.244012657060048,31.3240511331178,2.19572251484323e-215,3.4415917343765e-212
"Et_10B_002750",17834.4081390866,7.23411634704204,0.231390429161302,31.2636800634444,1.4551303011137e-214,2.19932551225471e-211
"Et_5B_044511",2321.02763594263,-7.24328163053423,0.231965192049921,-31.2257264399195,4.76909901375432e-214,6.95959552627872e-211
"Et_2B_018929",8987.76490431436,7.43252557982778,0.239624551057122,31.017379258672,3.14297823401915e-211,4.43369462878968e-208
"Et_8B_059454",17376.9207190646,7.24895629982415,0.235758417055656,30.7473912929814,1.32501941506293e-207,1.80886521436978e-204
