"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Et_7B_055864",38.7566631381961,4.90944361913088,0.589140028170445,8.33323723457901,7.86613188903496e-17,5.06920514000243e-16
"Et_4B_039439",86.3655696045918,-2.38845275082161,0.286619276897879,-8.33318950725215,7.86930490180484e-17,5.07047782345282e-16
"Et_1A_007032",545.120180111189,-2.4431975660079,0.293216574103152,-8.33239926317536,7.92202582770102e-17,5.10289395781289e-16
"Et_3A_023682",1185.66216795124,-0.919770476665278,0.110384819523476,-8.33240005859377,7.921972586839e-17,5.10289395781289e-16
"Et_2A_015109",24.8533099772504,-4.69523910098029,0.563613135512236,-8.33060623527352,8.04294243578159e-17,5.17999275425775e-16
"Et_9B_064224",194.47898650506,1.03152678436292,0.123854976538591,8.32850494337231,8.18696529011071e-17,5.27194721663855e-16
"Et_3B_028433",256.012557730829,1.74586627669758,0.209636739545393,8.32805490337034,8.21814020486828e-17,5.29121700091322e-16
"Et_3B_029761",107.486894492285,-2.8784355095977,0.34565481138053,-8.3274857309272,8.25773529389247e-17,5.31590139393869e-16
"Et_7B_054542",71.0369725003385,-2.26020711533086,0.271432312104531,-8.32696408841862,8.29418910024947e-17,5.33855639121761e-16
"Et_4A_031772",409.666078657497,-2.07133541600506,0.248758305147083,-8.32669853889036,8.31280733861197e-17,5.34972637728191e-16
"Et_6B_050112",29.3583851018911,-6.27705018936911,0.753866981607926,-8.32646918157996,8.32892123135558e-17,5.35928153430087e-16
"Et_3A_027055",50.4625743970953,-9.0873281754515,1.09141916366002,-8.32615779347101,8.3508476480565e-17,5.37257331203635e-16
"Et_8A_056098",551.533751834436,1.42056644667146,0.170629503965476,8.3254443906658,8.40129678758848e-17,5.40420854310297e-16
"Et_1A_004751",71.2988522009259,-2.92547348617128,0.351407851627065,-8.32500888248784,8.4322418913523e-17,5.42328992161139e-16
"Et_9B_064372",756.361936726341,0.93040655048634,0.111762072993783,8.32488630143876,8.44097216071209e-17,5.42807995504233e-16
"Et_3A_026288",77.2238775078718,6.68421887331385,0.802939559590285,8.32468495726452,8.45533131876833e-17,5.43648771513637e-16
"Et_9A_062061",37.0393935480377,-5.7372446972379,0.689355003792429,-8.32262718871253,8.60347227589047e-17,5.53089695755256e-16
"Et_6B_049413",78.4205626461285,-2.39490507939168,0.287761871288765,-8.32252399758837,8.61096813366233e-17,5.53487502151564e-16
"Et_7A_051546",133.929094248764,-1.63639870508686,0.196663724140691,-8.3207958775163,8.73746098770589e-17,5.61532800303285e-16
"Et_6B_050122",90.9848087892895,3.26369735310959,0.39229330290911,8.31953369814665,8.8310046771473e-17,5.67458423833698e-16
"Et_9B_065316",180.452328564796,2.03861667225048,0.245072311337879,8.31842920614501,8.9136714710591e-17,5.72683431995174e-16
"Et_5A_040672",1544.21202525713,2.23669967677229,0.26890609727213,8.31777226125437,8.96320260310929e-17,5.75778285008478e-16
"Et_5A_042682",933.161681208724,2.11464608081165,0.254245175569525,8.31734988117164,8.99519169441812e-17,5.77745503881886e-16
"Et_5B_044437",469.188649676421,1.48152126960728,0.178150572095498,8.31611850683872,9.08909415569836e-17,5.83688110271858e-16
"Et_10B_002450",172.011765203878,-5.41107165415952,0.650676793938271,-8.31606675475329,9.09306177548266e-17,5.83854307902331e-16
"Et_2B_019824",75.0412013474739,-1.62861952935812,0.195863523043037,-8.31507319002049,9.16956630785121e-17,5.88677254472487e-16
"Et_8A_056999",1112.68050809871,1.89035117363071,0.22738884774522,8.31329765015026,9.30786684271676e-17,5.97465379620466e-16
"Et_10A_001442",30.8903039346749,-4.30579438897737,0.517944078293544,-8.31324185260221,9.31224620407517e-17,5.97629587170679e-16
"Et_10A_000091",54.6028221546626,9.26248206432574,1.11418583328937,8.31322907506409,9.31324935583797e-17,5.97629587170679e-16
"Et_10A_001620",227.61366227223,-2.7407504320883,0.32970443500589,-8.31274966634688,9.35096435866127e-17,5.99958780561772e-16
"Et_5A_042991",77.2848227839144,-8.87402702853397,1.06760694564054,-8.31207315086335,9.40444206536551e-17,6.03298451123645e-16
"Et_10B_003737",110.739860749795,2.08524539555635,0.25087354520254,8.31193816738566,9.41514837599174e-17,6.03893724267915e-16
"Et_4A_032444",128.172892402036,1.51187393362009,0.18189497708407,8.31179594872112,9.42644155341594e-17,6.0452645331196e-16
"Et_7B_055517",22.9414668005835,-4.58514203591522,0.55177916043673,-8.30974122380067,9.59109977404986e-17,6.14992943087561e-16
"Et_3B_031345",42.5111028303911,-2.3103721701808,0.278053373515991,-8.30909598745771,9.64338945364703e-17,6.18252146157161e-16
"Et_2A_016537",131.06220566071,-1.53472689777282,0.184736738458132,-8.30764313899939,9.76215898395552e-17,6.25771839141165e-16
"Et_6B_049487",170.119682077119,-2.45359785450884,0.295379791584042,-8.30658672128807,9.84942514985244e-17,6.3127013833372e-16
"Et_3A_026922",82.6091033161542,2.61269848483233,0.314556999068317,8.30596201187975,9.90139120518528e-17,6.34504657485526e-16
"Et_3B_029022",155.555122606701,-1.17930354105666,0.141986612171263,-8.30573758344343,9.92012607621882e-17,6.35608986442968e-16
"Et_8B_059382",176.039058837596,2.88946102167614,0.347932809760891,8.30465233693211,1.00112148039291e-16,6.4134818422991e-16
"Et_2A_016597",162.819544722967,1.12978462431722,0.136061940936851,8.30345809076455,1.011240561303e-16,6.47732716124461e-16
"Et_3B_030738",105.815592365442,2.08964301413531,0.251688322588907,8.30250284415624,1.01940709587266e-16,6.52864835008033e-16
"Et_6B_048874",106.059780202914,1.7975634617138,0.216538736107889,8.30134826693631,1.02936457735684e-16,6.59142213855976e-16
"Et_6B_049341",37.4219203395893,-2.76516262863102,0.333114569248152,-8.3009357257236,1.03294568527405e-16,6.61335270813885e-16
"Et_4A_035604",358.798506301802,1.8303281283617,0.220524318174119,8.29989247225119,1.04205666524075e-16,6.67067585433198e-16
"Et_2B_021271",431.973665337686,1.33230525498338,0.160552474451684,8.29825425944661,1.05652372397628e-16,6.76179491293555e-16
"Et_7A_052669",156.935053109307,2.42251712566215,0.291931277817824,8.29824451758092,1.05661034402748e-16,6.76179491293555e-16
"Et_3B_028766",77.3112261027133,8.57061726768313,1.03284255787861,8.29808686939335,1.05801305093847e-16,6.76872446193742e-16
"Et_6B_048725",59.8737396864201,-3.77722627885423,0.455191442407042,-8.29810476857902,1.05785369692231e-16,6.76872446193742e-16
"Et_8A_058267",94.8485739154413,-4.69056224993762,0.565276067846542,-8.29782564085304,1.06034142850304e-16,6.78259511098076e-16
"Et_1B_011632",80.6763604998783,1.98930559914596,0.239739470056432,8.29778091474759,1.06074058671844e-16,6.78412296054472e-16
"Et_5A_041935",201.524637883373,-1.26231168862059,0.152128709143321,-8.29765595020833,1.06185661847489e-16,6.79023452611927e-16
"Et_2B_022222",225.870930017495,2.78163063304549,0.335286974034012,8.29626811795949,1.07432915412048e-16,6.86895449499604e-16
"Et_2A_016113",45.7183389368327,-8.74017521614464,1.05351849640904,-8.29617633286545,1.07515910661407e-16,6.87322256675339e-16
"Et_4A_034622",157.984984839899,2.67140166808903,0.3220073461336,8.29608920468751,1.07594753457666e-16,6.87722393343667e-16
"Et_9B_065274",91.0728864862753,-2.25130826476372,0.271396155595851,-8.29528428588448,1.08325830605545e-16,6.92290720511426e-16
